path	sentence
common_voice_en_22137395	two
common_voice_en_22230168	yes
common_voice_en_22015076	three
common_voice_en_22015080	no
common_voice_en_21952123	one
common_voice_en_21952128	yes
common_voice_en_21977571	four
common_voice_en_22138943	three
common_voice_en_22138944	no
common_voice_en_22131147	four
common_voice_en_22131152	yes
common_voice_en_22016760	yes
common_voice_en_22016764	three
common_voice_en_22061303	yes
common_voice_en_22061310	one
common_voice_en_22046201	three
common_voice_en_22046202	two
common_voice_en_22046203	four
common_voice_en_22046205	no
common_voice_en_22207022	no
common_voice_en_22207023	two
common_voice_en_22207025	four
common_voice_en_21915897	no
common_voice_en_21915898	two
common_voice_en_21970855	two
common_voice_en_21915822	no
common_voice_en_21915825	yes
common_voice_en_21981924	four
common_voice_en_22160965	no
common_voice_en_22223554	yes
common_voice_en_22223560	three
common_voice_en_22223566	one
common_voice_en_22212333	yes
common_voice_en_22212335	two
common_voice_en_22123459	one
common_voice_en_22193470	three
common_voice_en_22193471	one
common_voice_en_22193472	no
common_voice_en_22053174	three
common_voice_en_22053176	two
common_voice_en_22060945	three
common_voice_en_22008001	three
common_voice_en_22008002	one
common_voice_en_22049477	two
common_voice_en_22049480	no
common_voice_en_22151687	one
common_voice_en_22151694	four
common_voice_en_22097894	no
common_voice_en_22097898	yes
common_voice_en_22243808	two
common_voice_en_22048349	yes
common_voice_en_22048350	no
common_voice_en_22048351	three
common_voice_en_22180086	four
common_voice_en_22180089	one
common_voice_en_22180091	three
common_voice_en_22180092	no
common_voice_en_22004402	four
common_voice_en_22004403	yes
common_voice_en_22004404	two
common_voice_en_22205285	no
common_voice_en_22205287	two
common_voice_en_22205292	four
common_voice_en_21952720	four
common_voice_en_21952721	three
common_voice_en_22263876	two
common_voice_en_22263878	one
common_voice_en_22263880	four
common_voice_en_21945986	no
common_voice_en_21945987	one
common_voice_en_21945989	three
common_voice_en_22085084	three
common_voice_en_22085088	two
common_voice_en_21897861	three
common_voice_en_21897865	four
common_voice_en_21919899	no
common_voice_en_21919902	four
common_voice_en_21942511	three
common_voice_en_22162895	yes
common_voice_en_22117024	no
common_voice_en_22117025	three
common_voice_en_22117026	one
common_voice_en_22114031	yes
common_voice_en_22114033	three
common_voice_en_22037464	yes
common_voice_en_22037465	four
common_voice_en_22014677	one
common_voice_en_22014683	four
common_voice_en_22016727	yes
common_voice_en_22016728	no
common_voice_en_22016733	four
common_voice_en_22010930	four
common_voice_en_22010935	one
common_voice_en_22172850	yes
common_voice_en_22009064	four
common_voice_en_22009068	no
common_voice_en_22034075	four
common_voice_en_22034078	two
common_voice_en_22180200	yes
common_voice_en_22180208	four
common_voice_en_22113816	one
common_voice_en_22113817	four
common_voice_en_22194411	yes
common_voice_en_22194416	four
common_voice_en_22194434	two
common_voice_en_22134587	four
common_voice_en_22134588	one
common_voice_en_22134590	yes
common_voice_en_22038178	four
common_voice_en_22038190	yes
common_voice_en_22038195	no
common_voice_en_22190468	four
common_voice_en_22190470	three
common_voice_en_22193406	one
common_voice_en_22109757	no
common_voice_en_22109758	yes
common_voice_en_22109760	two
common_voice_en_22045057	two
common_voice_en_22045066	four
common_voice_en_22151627	two
common_voice_en_22151630	no
common_voice_en_22151631	three
common_voice_en_22151632	one
common_voice_en_22056903	yes
common_voice_en_22056906	two
common_voice_en_22056908	three
common_voice_en_22056909	no
common_voice_en_22206866	one
common_voice_en_22176115	no
common_voice_en_22176116	four
common_voice_en_21950068	three
common_voice_en_21950095	no
common_voice_en_22146033	no
common_voice_en_22116797	no
common_voice_en_22116799	four
common_voice_en_22116801	three
common_voice_en_22116805	one
common_voice_en_22159902	two
common_voice_en_22159921	yes
common_voice_en_22225706	three
common_voice_en_22225708	no
common_voice_en_22125289	one
common_voice_en_22125293	no
common_voice_en_22213201	one
common_voice_en_22213204	two
common_voice_en_22213205	four
common_voice_en_21974201	three
common_voice_en_21974206	four
common_voice_en_22134960	two
common_voice_en_22134965	three
common_voice_en_22108744	two
common_voice_en_22108748	three
common_voice_en_22108749	yes
common_voice_en_22002104	no
common_voice_en_22002106	one
common_voice_en_22147429	two
common_voice_en_22108064	four
common_voice_en_22108065	two
common_voice_en_22108069	three
common_voice_en_22029326	yes
common_voice_en_22029331	three
common_voice_en_21956991	yes
common_voice_en_21956992	four
common_voice_en_21956993	no
common_voice_en_21956994	two
common_voice_en_21956995	one
common_voice_en_22002359	yes
common_voice_en_22002362	no
common_voice_en_22020226	yes
common_voice_en_22020228	two
common_voice_en_22020229	one
common_voice_en_22020231	three
common_voice_en_22102847	yes
common_voice_en_22102848	no
common_voice_en_21912502	yes
common_voice_en_21912507	two
common_voice_en_22011151	four
common_voice_en_22011152	three
common_voice_en_22011154	two
common_voice_en_22226958	four
common_voice_en_22226959	one
common_voice_en_22226960	three
common_voice_en_22215690	four
common_voice_en_22262910	four
common_voice_en_22262918	yes
common_voice_en_22207265	four
common_voice_en_22207267	no
common_voice_en_22016677	three
common_voice_en_22016678	no
common_voice_en_22016679	yes
common_voice_en_21989395	four
common_voice_en_21989401	no
common_voice_en_22134679	no
common_voice_en_22134681	two
common_voice_en_22134683	four
common_voice_en_22255906	no
common_voice_en_22255907	one
common_voice_en_22255911	two
common_voice_en_22068349	four
common_voice_en_22068352	one
common_voice_en_22074603	no
common_voice_en_22074604	two
common_voice_en_21951054	yes
common_voice_en_21951056	three
common_voice_en_22021748	three
common_voice_en_22021750	four
common_voice_en_22021752	two
common_voice_en_22179733	no
common_voice_en_22179736	one
common_voice_en_22104779	two
common_voice_en_22104781	one
common_voice_en_22069085	three
common_voice_en_22069086	no
common_voice_en_22069088	two
common_voice_en_22183754	one
common_voice_en_22183755	yes
common_voice_en_22183757	no
common_voice_en_21994889	no
common_voice_en_21994891	yes
common_voice_en_21994892	two
common_voice_en_21994893	one
common_voice_en_21951428	two
common_voice_en_21951430	no
common_voice_en_22150155	yes
common_voice_en_22150157	four
common_voice_en_22150158	no
common_voice_en_22216022	two
common_voice_en_22216029	three
common_voice_en_22051760	three
common_voice_en_22051761	four
common_voice_en_22051763	two
common_voice_en_22236638	yes
common_voice_en_22236639	three
common_voice_en_22236640	one
common_voice_en_21971876	four
common_voice_en_21971879	one
common_voice_en_22173837	two
common_voice_en_22173838	one
common_voice_en_22249204	three
common_voice_en_22249205	two
common_voice_en_22290545	one
common_voice_en_22290547	no
common_voice_en_22176545	four
common_voice_en_22176546	yes
common_voice_en_22176555	three
common_voice_en_22008274	no
common_voice_en_22008276	yes
common_voice_en_22008277	four
common_voice_en_21944939	one
common_voice_en_21944943	four
common_voice_en_22047979	one
common_voice_en_22051284	one
common_voice_en_22051291	four
common_voice_en_22038906	three
common_voice_en_22038910	no
common_voice_en_22038918	four
common_voice_en_22007939	four
common_voice_en_22007964	yes
common_voice_en_22236239	one
common_voice_en_22236244	three
common_voice_en_22094150	three
common_voice_en_22094152	yes
common_voice_en_22086821	no
common_voice_en_22086824	four
common_voice_en_22002034	two
common_voice_en_22002035	yes
common_voice_en_22017677	no
common_voice_en_22017678	two
common_voice_en_22017680	four
common_voice_en_22130853	no
common_voice_en_22130856	one
common_voice_en_22130861	two
common_voice_en_22045050	four
common_voice_en_22045054	two
common_voice_en_22045060	one
common_voice_en_22157797	two
common_voice_en_22157802	four
common_voice_en_22176897	two
common_voice_en_22176900	four
common_voice_en_22139649	four
common_voice_en_22139650	two
common_voice_en_22192968	no
common_voice_en_22053778	one
common_voice_en_22053783	three
common_voice_en_22246118	two
common_voice_en_22212566	yes
common_voice_en_22212568	no
common_voice_en_22212569	one
common_voice_en_22078326	yes
common_voice_en_22078332	no
common_voice_en_22126654	no
common_voice_en_22126655	two
common_voice_en_22176613	one
common_voice_en_22176615	yes
common_voice_en_22069319	yes
common_voice_en_22219560	yes
common_voice_en_22219564	four
common_voice_en_22234298	no
common_voice_en_22119295	three
common_voice_en_22119302	four
common_voice_en_22139273	no
common_voice_en_22139275	three
common_voice_en_22139283	yes
common_voice_en_22211686	no
common_voice_en_22211688	two
common_voice_en_21995905	three
common_voice_en_21995907	no
common_voice_en_21995910	yes
common_voice_en_21945131	no
common_voice_en_21945132	two
common_voice_en_22251267	three
common_voice_en_22251268	one
common_voice_en_22256002	one
common_voice_en_22256003	yes
common_voice_en_22256004	two
common_voice_en_22256005	three
common_voice_en_21915722	yes
common_voice_en_21915724	two
common_voice_en_21915727	one
common_voice_en_22241024	yes
common_voice_en_22241025	two
common_voice_en_22241026	three
common_voice_en_22024946	two
common_voice_en_22024948	one
common_voice_en_22119194	yes
common_voice_en_22119198	four
common_voice_en_22146788	three
common_voice_en_22146790	four
common_voice_en_21950724	four
common_voice_en_22146396	two
common_voice_en_22146397	no
common_voice_en_22212062	four
common_voice_en_22212063	two
common_voice_en_22063519	two
common_voice_en_22063522	yes
common_voice_en_21895400	one
common_voice_en_21895402	yes
common_voice_en_22083134	one
common_voice_en_22083135	three
common_voice_en_22149169	three
common_voice_en_22149172	four
common_voice_en_22211460	one
common_voice_en_22211461	yes
common_voice_en_22237121	no
common_voice_en_22237122	two
common_voice_en_22237125	yes
common_voice_en_22116771	no
common_voice_en_22116772	yes
common_voice_en_22116773	three
common_voice_en_22116774	two
common_voice_en_22013164	three
common_voice_en_22013169	two
common_voice_en_22204872	no
common_voice_en_22204874	three
common_voice_en_22204875	one
common_voice_en_22204877	yes
common_voice_en_21970761	two
common_voice_en_21970763	one
common_voice_en_22001800	three
common_voice_en_22001801	no
common_voice_en_22001803	yes
common_voice_en_22022907	one
common_voice_en_22009517	one
common_voice_en_22009519	four
common_voice_en_21954754	one
common_voice_en_21954759	three
common_voice_en_22212044	yes
common_voice_en_22212047	no
common_voice_en_22212048	one
common_voice_en_22065440	no
common_voice_en_22065444	two
common_voice_en_22065450	four
common_voice_en_22238842	one
common_voice_en_22238843	two
common_voice_en_22253528	yes
common_voice_en_22253529	one
common_voice_en_22253530	no
common_voice_en_22167152	four
common_voice_en_22167154	one
common_voice_en_22167156	no
common_voice_en_22167159	three
common_voice_en_22167161	two
common_voice_en_22080688	yes
common_voice_en_22080697	no
common_voice_en_22080701	three
common_voice_en_21980664	one
common_voice_en_21980667	three
common_voice_en_22129785	yes
common_voice_en_22119404	no
common_voice_en_22119409	three
common_voice_en_22119416	four
common_voice_en_22000351	two
common_voice_en_22000358	yes
common_voice_en_22000364	three
common_voice_en_22139452	two
common_voice_en_22139453	four
common_voice_en_22139455	three
common_voice_en_22231112	three
common_voice_en_22231113	one
common_voice_en_22231115	yes
common_voice_en_22231116	four
common_voice_en_21947517	three
common_voice_en_21947518	no
common_voice_en_21947520	two
common_voice_en_22052780	yes
common_voice_en_22097457	one
common_voice_en_22060280	yes
common_voice_en_22060282	three
common_voice_en_22196101	no
common_voice_en_22196102	yes
common_voice_en_22196104	two
common_voice_en_22049032	one
common_voice_en_22148416	one
common_voice_en_22148419	no
common_voice_en_22148420	yes
common_voice_en_22004208	three
common_voice_en_22004209	no
common_voice_en_21973999	no
common_voice_en_21974004	two
common_voice_en_22004984	yes
common_voice_en_22004985	four
common_voice_en_21967977	no
common_voice_en_21967979	yes
common_voice_en_21967980	two
common_voice_en_22201381	three
common_voice_en_22201382	yes
common_voice_en_22201384	two
common_voice_en_21940987	two
common_voice_en_21940991	yes
common_voice_en_22132623	yes
common_voice_en_22160354	yes
common_voice_en_22160358	one
common_voice_en_22160360	no
common_voice_en_22160362	three
common_voice_en_22201293	one
common_voice_en_22201296	three
common_voice_en_22136566	one
common_voice_en_22152789	yes
common_voice_en_22152796	one
common_voice_en_22072025	four
common_voice_en_22072027	no
common_voice_en_22141518	four
common_voice_en_22141522	one
common_voice_en_21901908	one
common_voice_en_21901912	two
common_voice_en_21921664	yes
common_voice_en_21921666	four
common_voice_en_21921668	two
common_voice_en_22123490	yes
common_voice_en_21976261	one
common_voice_en_21976269	three
common_voice_en_22085427	four
common_voice_en_22085430	one
common_voice_en_21963354	one
common_voice_en_21963359	two
common_voice_en_21963363	no
common_voice_en_22169054	no
common_voice_en_22169057	four
common_voice_en_21971759	three
common_voice_en_21971760	no
common_voice_en_22213729	three
common_voice_en_22213731	two
common_voice_en_22213732	no
common_voice_en_22107332	yes
common_voice_en_22107333	one
common_voice_en_22107334	two
common_voice_en_22107335	four
common_voice_en_22209094	two
common_voice_en_22209096	one
common_voice_en_21907364	four
common_voice_en_21907366	no
common_voice_en_21907367	three
common_voice_en_22236748	yes
common_voice_en_22236749	two
common_voice_en_21875751	yes
common_voice_en_21875989	four
